label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.16089750769679703,-0.16508966455376262,-0.0535634006932498,0.26847958967118574,-0.4953487618067909,-0.06430607897229168,0.3244210085346389,-0.7881429902038085,-0.07257330230578221,0.34180346381657967,-1.0,-0.06558593860246223,0.18768698537571718,-0.7132939417475156,-0.011809638976958019,0.22352305502049286,-0.9010307591864165,-0.07442141210470016,0.20841270233107206,-0.6503205832027813,-0.09155614630544914,0.17577113505833944,-0.5694988718241961,-0.09264219858729708,0.07474459455675439,-0.7186787521240802,-0.012543801966168869,0.09586611257588105,-0.8892070198915595,-0.08242926806958892,0.10254729348340307,-0.5876491645898702,-0.0828953153019106,0.07792104316838337,-0.5354402685810039,-0.06522602053890121,-0.03960433157610065,-0.6783451775826825,-0.026110441562173608,-0.023066350148630347,-0.8503074297487654,-0.10750397816856773,0.006408348058815467,-0.5570178282726309,-0.0661140571500851,-0.006448876908724609,-0.49168458533091436,-0.01675119312271855,-0.15845601293386133,-0.6140551840820363,-0.042681332530908916,-0.13296539278350666,-0.749361670613931,-0.09008008444037041,-0.09420120584381803,-0.5519480375930874,-0.04910731697206766,-0.09866739299278292,-0.4819103162871447,-0.004329008154735423
A,0.0,0.0,0.0,0.1648076099059589,-0.16187677819718266,-0.05413458147900965,0.27227788405606557,-0.4959063371260227,-0.06413472809885372,0.32708580883792193,-0.7894476432275627,-0.07181410930694967,0.34781265289204305,-1.0,-0.06417227497807451,0.19344520450452987,-0.707750421629875,-0.011827631909008596,0.22779770457312126,-0.8980109602591632,-0.07560727055231883,0.20885322382281069,-0.6462500029922417,-0.0920283535836199,0.17552499111074038,-0.5666480871473367,-0.09230283421792358,0.08052048801713073,-0.7151203590100818,-0.012232152059546895,0.10133406104651858,-0.8861642609963962,-0.08446411613846769,0.10436432724923127,-0.5814704557101271,-0.08424253488511062,0.08080000942786313,-0.5285144063088608,-0.0650649469965266,-0.03464656837751079,-0.6765964898518813,-0.025759745983252282,-0.01918827939840658,-0.851593465386024,-0.1103390430126836,0.008640028902292905,-0.5518719372104316,-0.0681318393887014,-0.0018457067592070357,-0.48194628659120325,-0.0168265320587772,-0.1549473908664998,-0.6141766704212395,-0.04223054913867705,-0.13091508644079938,-0.7502074774371165,-0.09222744123531043,-0.09224970726669122,-0.5470769849472749,-0.05152087560329651,-0.09347707878397506,-0.47348919874395823,-0.005995746691193654
A,0.0,0.0,0.0,0.1647410811376486,-0.16619546510406752,-0.052295137042144585,0.2718353178479218,-0.4985274662527224,-0.06234561860247524,0.3271713672751785,-0.7897606048523,-0.0700875796581256,0.3497437832844121,-1.0,-0.0626838256830696,0.18942118085891782,-0.7083884407786505,-0.014689887940789653,0.22665815797550787,-0.9018885655179841,-0.07659977183114576,0.2089721432729846,-0.6487021705937158,-0.09107288854199537,0.17613895878632738,-0.5640368142211523,-0.09005290434015577,0.07728222872289182,-0.7139063436208878,-0.015573688171462747,0.09969208180942139,-0.892983996696278,-0.0860783852008193,0.10321267746952707,-0.5871704417749026,-0.08492159644847404,0.07928840297353448,-0.5274054763569317,-0.0653801476599973,-0.037760688350528517,-0.6747815121991004,-0.028817278458586736,-0.020550724388696446,-0.8520077952616049,-0.11031412125109633,0.0062801936383032235,-0.5551640190616111,-0.06769900730510951,-0.005507742659568209,-0.48351256357387934,-0.016852647347571685,-0.15788776083151673,-0.612733830831296,-0.0448386742330776,-0.13438855143227632,-0.7519505010678814,-0.09162561979768219,-0.0965780781866697,-0.5540083444656607,-0.05001407212199485,-0.10027213587452433,-0.4796552040409448,-0.004643561375615822
A,0.0,0.0,0.0,0.16583071772759253,-0.16262608893951655,-0.053346732189843135,0.2727734598845333,-0.4949458101240716,-0.06284201346721442,0.324723496162658,-0.7890460961328142,-0.06990785537634936,0.3463568256952513,-1.0,-0.06209017957959632,0.19126289303287689,-0.7075493695965483,-0.010996522125248275,0.22618347528669616,-0.8968286063004048,-0.07402125897937759,0.20899811148438208,-0.6450699696686281,-0.0919068476455708,0.17722230552890353,-0.5604988599613058,-0.09322537828802908,0.07862325708266683,-0.7135910797242496,-0.010945662832998007,0.09942726758444151,-0.8850186926749718,-0.08099315745635628,0.10383490391888071,-0.5836739639653182,-0.08231938161850391,0.08014055894342849,-0.5262350052556536,-0.0649378817572737,-0.03566209319096812,-0.6740933860157453,-0.023730025460351824,-0.019470665680674043,-0.8468153892574954,-0.10529913438280902,0.008102450597406673,-0.5533664229915686,-0.06495496446443205,-0.003189963553225087,-0.48364569672514307,-0.015849982315230892,-0.15480291940830176,-0.6109197705330703,-0.03938245546456075,-0.13073479425958712,-0.74679133827234,-0.08688456611265781,-0.09223580304442942,-0.5476841944331502,-0.04663177893894553,-0.09434897172872689,-0.4736133928790752,-0.0020931560064457572
A,0.0,0.0,0.0,0.16180095265923478,-0.164688058761981,-0.054862399816156815,0.26957839928500366,-0.49379278575716223,-0.06589163242704138,0.3228113686167789,-0.782455761244958,-0.07346673272929415,0.3308993356498562,-1.0,-0.06593342693349115,0.1858054175535832,-0.707688309346511,-0.018767335439385,0.21802332425473916,-0.9035505072009744,-0.0819813425100482,0.19948435799531647,-0.655807821193976,-0.0972639418144343,0.1676548299392483,-0.5584811912857907,-0.09550022276769216,0.07312669812996048,-0.7157254476894299,-0.017854908550113614,0.09313741504445275,-0.8962917687270872,-0.0894940419259654,0.09614004919341165,-0.5930147691565303,-0.08854773969948626,0.07413250391618176,-0.521215457251064,-0.06816732277099558,-0.041643480449387676,-0.6789273011024076,-0.029277255052944595,-0.02987577176111282,-0.8551884229582152,-0.11010472217444743,-0.002320872669294671,-0.5601540665963521,-0.06693166430949699,-0.011552348349363382,-0.4785036617645422,-0.015204680284123882,-0.1604358783754311,-0.6181728719341494,-0.0438846774515879,-0.14151756765462917,-0.7553415295584803,-0.09021293253185617,-0.10454731530523952,-0.5603331076916676,-0.04886041097255241,-0.10795986413317737,-0.48620224635434184,-0.003212492591634173
A,0.0,0.0,0.0,0.1636208651019938,-0.16370035875832728,-0.05433462382657862,0.2711200274171256,-0.4923575126234835,-0.06368675916807573,0.3242860942128982,-0.7843531744891213,-0.0703508447163473,0.3349865406507274,-1.0,-0.062302805535615825,0.1899807432529532,-0.7174184244102644,-0.006320486666550428,0.2223178349202353,-0.8984893294773756,-0.06790857493779806,0.2057820629567929,-0.6499481381203188,-0.08760167303296998,0.1751385317940063,-0.5612996139555206,-0.09021718145402223,0.07754924513769866,-0.7238777842334793,-0.005379482499318331,0.09584679298578537,-0.892670284689158,-0.07494543480012306,0.10202383208902416,-0.5924996916664818,-0.07787733183892069,0.08074345305162868,-0.5246812340762564,-0.06069444035631125,-0.036366437741914476,-0.6831200950867827,-0.017475383966931306,-0.02271508491268613,-0.8513434064104994,-0.09737049633949134,0.006103093631157438,-0.5614134881634492,-0.05844716992653252,-0.004014793460200601,-0.4856447554014757,-0.009986193603454293,-0.15437504343045869,-0.6170406749211521,-0.03281645165859924,-0.13031265928291264,-0.746999159950332,-0.07924984802597562,-0.09285641262774012,-0.5510245586282997,-0.039833702441438947,-0.09512343709468694,-0.47849541974651527,0.00440129946074693
A,0.0,0.0,0.0,0.1641993743580697,-0.17494281880681328,-0.05265164382182367,0.27221502879276854,-0.4960520083421369,-0.06241721330763211,0.3228758330538379,-0.7821175113175027,-0.06928613107252182,0.32846247184492117,-1.0,-0.060942303670696245,0.19073093454415224,-0.7165862960615073,-0.011768765431134325,0.21867723987714546,-0.9115831044037909,-0.07420395207526165,0.20140625484227012,-0.6576936555052474,-0.09168956715198888,0.17146445285487869,-0.5588566071899127,-0.09186656501877692,0.07646271170061168,-0.7229866654539406,-0.011125657518445464,0.09022919971635414,-0.897748858989243,-0.08267021728010446,0.09549658104784296,-0.5931086599456951,-0.08502534274681907,0.07657695489264349,-0.5199383710241123,-0.06748113333629743,-0.038798491696463724,-0.6824363836876859,-0.022586972811501255,-0.030826590753929885,-0.8575295707408331,-0.10269022496722262,-0.002951160210214808,-0.5627883700797264,-0.06101762532579587,-0.011283394816219747,-0.4817521714916842,-0.010742352440665655,-0.15788959266525698,-0.6155626733933841,-0.03703343446099691,-0.14234197443409735,-0.7521454523049343,-0.08237624850462094,-0.10573170747361359,-0.5567479675989436,-0.04096301976187735,-0.10815676219756958,-0.4848103315454793,0.0046070221053643575
A,0.0,0.0,0.0,0.16473076730538044,-0.17108277837954702,-0.05193340797161838,0.27204703401112784,-0.49209340490719655,-0.06077844871982111,0.32296369626428256,-0.7818665237897969,-0.06759975063813897,0.33010125201056634,-1.0,-0.0598036709431719,0.19130243705666877,-0.7142585336160883,-0.0016856095848053689,0.22111023888828832,-0.9023211203597363,-0.06334872241076742,0.20271260491764387,-0.6535419703223363,-0.08301705106698723,0.17217548534726118,-0.5579160992583123,-0.08487924515619436,0.07967283905384943,-0.7236007292814634,-0.001357348904737436,0.0938862822969319,-0.8965255745485703,-0.07033953833067995,0.09819281194884003,-0.5994386012770406,-0.07414414624576349,0.07873502821866546,-0.5311734814919074,-0.05760145694418906,-0.03364111835733195,-0.6854360634471971,-0.014024747559260928,-0.024291486226577855,-0.8546256265675525,-0.09388829057340907,0.002891696769236685,-0.5665534631075139,-0.056212368288462586,-0.005636024559924489,-0.4906490982288153,-0.008359920157581883,-0.15168938355692305,-0.6205079214680236,-0.02965448320470622,-0.1342858780434188,-0.7551248129094137,-0.07624780440632295,-0.09663432832030924,-0.5578323029898944,-0.03738129947975532,-0.09576389911654791,-0.48191197691721144,0.006690453478325507
A,0.0,0.0,0.0,0.16240989884379767,-0.1758130496469562,-0.051576912328148025,0.2716241854781871,-0.4912667435873372,-0.06250162576184627,0.3268960117184409,-0.7789570440380039,-0.07139692969050511,0.3297480572010077,-1.0,-0.06578464207344491,0.1879775568302059,-0.7200722465436304,-0.010123237451165888,0.21812641120907147,-0.917780820254059,-0.07385621740141587,0.20003063945367922,-0.6665016000603589,-0.09358183212270726,0.16892358906695962,-0.5664539386879689,-0.09499852156194086,0.0752467258109334,-0.7269916104943349,-0.011107928851830571,0.09253096609049773,-0.9064486388905757,-0.08354758356220952,0.09749354547244565,-0.6040799238890208,-0.08800098905007611,0.07673269330918982,-0.5289111308626708,-0.07164922212890876,-0.03853569174317329,-0.6864154047444228,-0.02407779994069971,-0.02817007933134223,-0.8685221478165018,-0.10507300740798542,0.001560035847240701,-0.5730637797492534,-0.06454701056762158,-0.0060336721155208614,-0.48624040101800275,-0.014646087048022446,-0.1573312943835029,-0.6173989772127114,-0.039983973572091436,-0.13922622958059833,-0.7605028918859734,-0.08730455104758447,-0.10008234928241111,-0.5609887066470133,-0.046122229851339236,-0.09969434154617908,-0.4786272788668739,6.735074492843416e-06
A,0.0,0.0,0.0,0.16368591502583676,-0.17078992039802357,-0.0514469129043154,0.270328567433581,-0.4902073009003978,-0.061072871661285534,0.32365865263766797,-0.7809207077819611,-0.0684913000503001,0.33037507225034685,-1.0,-0.061163552404395465,0.18992733223207153,-0.7134753112524412,-0.006313578225198178,0.21976705621407727,-0.9104588393138601,-0.06896278060874111,0.20217040726157615,-0.6602674870930201,-0.08844648088487772,0.17161244526195113,-0.5634562649889532,-0.08995690090174792,0.07771085354176105,-0.7218939878131285,-0.00649327957864619,0.09316209487913264,-0.9008549605365983,-0.07782682039649959,0.09855280331345678,-0.6013289045638497,-0.0822137052078914,0.07788265768139228,-0.5306625681844828,-0.06578587526388056,-0.03616509073092488,-0.6824487427413207,-0.018986673975212663,-0.025316704006467062,-0.8601487843921916,-0.09954203564664887,0.0035962082653028175,-0.5675430685058742,-0.06030648195238087,-0.004816628961907929,-0.48738818018540797,-0.011171029773556756,-0.15413021074975672,-0.6158190281068106,-0.0343362715630205,-0.1350815750324699,-0.7563639382837195,-0.08082873391870798,-0.09719771298854807,-0.5573328114429039,-0.040404165903930825,-0.09790463729755647,-0.4787623897654732,0.004960699202903888
B,0.0,0.0,0.0,0.07927681554264102,-0.08740003991383288,-0.03505621802645732,0.13197170674138956,-0.2456502471997081,-0.050627184832254236,0.12914315664879175,-0.3899589121344444,-0.06512526933977048,0.08080863043489306,-0.4735478529761455,-0.08050851179073767,0.11636761612529775,-0.48276551180421834,-0.030133424332405866,0.13005053257323324,-0.6793095617121341,-0.06322170702745386,0.12692385794456,-0.8022043405774263,-0.0914428656092202,0.11908318810893384,-0.9145068754117514,-0.11247521837670038,0.05991997238264331,-0.5067872363800874,-0.03929211178354816,0.07361004556765517,-0.7350092444829343,-0.06837861411732735,0.07752964295912831,-0.8769604474457579,-0.09375066747424403,0.07800258855355842,-1.0,-0.11249321948255284,0.002944532938499973,-0.4862028216009555,-0.05385615368138153,0.013866260032884934,-0.706598473342329,-0.08213395838342334,0.022762630534650326,-0.8438538187830039,-0.10252848061686508,0.029660086128872293,-0.9663844235311111,-0.11697384223449744,-0.05728481808585036,-0.43390105925718203,-0.07252310241089954,-0.04990928152860911,-0.6011508361008326,-0.09947226024049828,-0.039597133612074585,-0.7127893787028944,-0.11200400733495863,-0.027070986254639655,-0.8191025440779885,-0.1206304158805179
B,0.0,0.0,0.0,0.07897872707227696,-0.0877579576510447,-0.03543257059095881,0.13115048372623025,-0.24565491969509576,-0.05123056668347541,0.1274417053871716,-0.3899904935515476,-0.06595093784681452,0.07926565434102745,-0.47523217672181933,-0.0815477881336242,0.1158074773815059,-0.4841473777905058,-0.030121004550567702,0.12943761653685568,-0.6806724293140781,-0.06325054805562769,0.12641869973816108,-0.8031829346205644,-0.09162621100064457,0.11865372369079041,-0.9156452425998498,-0.11278823198155843,0.05951656966690894,-0.5076550674795944,-0.03917616196977342,0.07318614354600426,-0.7350132598574913,-0.06828617358195954,0.07720864945150456,-0.8765899344973377,-0.0938094234144987,0.07779207552389522,-1.0,-0.11275603060346526,0.0026072861039526667,-0.4869954290177981,-0.0537294961756661,0.013761296530581136,-0.7065061113703326,-0.0820191999005629,0.023114928591700692,-0.8435633807076909,-0.10241690647329216,0.030344390935614255,-0.9664795003155598,-0.11690964602652244,-0.057762626919236316,-0.43486403689383674,-0.07244114269352257,-0.050170211972305555,-0.6026632166843995,-0.09943408119794235,-0.039827813009838064,-0.7145916517947803,-0.11197034432523408,-0.027436613330610277,-0.8213777114175668,-0.12062176072917123
